loc,lat,longit,grouper,scenario,ensemble,year,spray1,spray2,spray3,dd1,dd2,dd3,dd3off,pon1,pon2,pon3,poff1,poff3,duration,maxdd,totdd,residue1,residue2,residue3,mdeffect,ceffectnmd,ceffectmd,time1,time2,time3,time4
Wenatchee,47.4235,-120.3103,6874,Historical,CCSM4,1984,18may1984,24may1984,07jun1984,379,526,754,1093,.0155494454805626,.1688351972932566,.6946796417400705,.1744033520426749,.986883019618163,.9769017288870188,3379,3598,0,14,14,24.687668,13.893765,3.5774593,1,,,
Wenatchee,47.4235,-120.3103,6875,Historical,CCSM4,1985,11may1985,26may1985,09jun1985,370,524,666,1029,.0125797706049876,.1651755351451852,.4933920505365734,.1579838190064852,.9731234371834221,.9533519504397345,2854,3024,0,14,14,31.543402,14.445746,4.9025111,1,,,
Wenatchee,47.4235,-120.3103,6876,Historical,CCSM4,1986,14may1986,02jun1986,16jun1986,374,517,761,1092,.0138389932426956,.1527031120785534,.7085630570400538,.1651755351451852,.9867302382136318,.985363668037568,2928,3130,0,14,14,32.050343,13.277583,4.3891916,1,,,
Wenatchee,47.4235,-120.3103,6877,Historical,CCSM4,1987,17may1987,26may1987,09jun1987,377,524,754,949,.0148465629584921,.1651755351451852,.6946796417400705,.1706808112511181,.9387497114353643,.9294084245828053,2873,3128,0,14,14,36.710678,15.911743,5.8752127,1,,,
Wenatchee,47.4235,-120.3103,6878,Historical,CCSM4,1988,11may1988,21may1988,04jun1988,369,515,813,1042,.0122795160933843,.1492371182624762,.799330903442506,.1562127419008381,.9766743779805047,.9713704855254823,2920,3146,0,14,14,33.747814,13.50046,4.882163,1,,,
Wenatchee,47.4235,-120.3103,6879,Historical,CCSM4,1989,25may1989,05jun1989,19jun1989,373,521,738,1040,.0135153116235142,.1597656811991448,.6615598103930915,.1633615847384016,.9761570337704704,.9662376256862129,2914,2973,0,14,14,33.814209,14.229859,5.1286979,1,,,
Wenatchee,47.4235,-120.3103,6880,Historical,CCSM4,1990,07jun1990,18jun1990,02jul1990,380,525,899,1183,.0159104576369678,.1670000887723324,.902045377450475,.1762801743775738,.9955769965735851,.9889466245418587,2813,3028,0,14,14,24.898146,14.183077,3.9422374,1,,,
Wenatchee,47.4235,-120.3103,6881,Historical,CCSM4,1991,04may1991,16may1991,30may1991,381,523,696,962,.0162779483662256,.1633615847384016,.5665448638790693,.178167293167297,.9461072471656569,.9446350072283267,3175,3374,0,14,14,28.4259,15.865097,4.6429834,1,,,
Wenatchee,47.4235,-120.3103,6882,Historical,CCSM4,1992,28apr1992,07may1992,21may1992,379,527,672,876,.0155494454805626,.1706808112511181,.5082581055803981,.1744033520426749,.8799516712354108,.868124766546405,3116,3281,0,14,14,45.281059,19.758615,7.160161,1,,,
Wenatchee,47.4235,-120.3103,6883,Historical,CCSM4,1993,24may1993,01jun1993,15jun1993,380,526,782,1070,.0159104576369678,.1688351972932566,.7478852373778251,.1762801743775738,.9829298999918191,.9744644194391685,3077,3164,0,14,14,36.552361,14.30829,5.1078429,1,,,
Wenatchee,47.4235,-120.3103,6884,Historical,CCSM4,1994,20may1994,04jun1994,18jun1994,374,522,724,901,.0138389932426956,.1615582847413053,.6310924315161435,.1651755351451852,.9037995105203369,.8935777676815212,2535,2608,0,14,14,44.279552,17.705025,6.9602051,1,,,
Wenatchee,47.4235,-120.3103,6885,Historical,CCSM4,1995,24may1995,02jun1995,16jun1995,378,529,718,909,.0151948384005804,.1744033520426749,.617642004826596,.1725368800660678,.9105615715293101,.8935002611521226,2757,2914,0,14,14,38.477722,17.802177,5.9980898,1,,,
Wenatchee,47.4235,-120.3103,6886,Historical,CCSM4,1996,10may1996,22may1996,05jun1996,377,519,777,1073,.0148465629584921,.1562127419008381,.7388455406737946,.1706808112511181,.9835006771768677,.9831221835686557,3153,3249,0,14,14,27.283342,13.58284,4.388998,1,,,
Wenatchee,47.4235,-120.3103,6887,Historical,CCSM4,1997,10may1997,23may1997,06jun1997,375,519,720,985,.0141687136091938,.1562127419008381,.6221504592582072,.1670000887723324,.9572712702036332,.9538899034659337,3264,3377,0,14,14,27.633606,14.666195,4.5111275,1,,,
Wenatchee,47.4235,-120.3103,6888,Historical,CCSM4,1998,29apr1998,16may1998,30may1998,383,526,791,1061,.0170326597317433,.1688351972932566,.7636398950555043,.1819721990452778,.9811084385622373,.9772127805825152,3392,3554,0,14,14,31.18136,14.285913,4.3300085,1,,,
Wenatchee,47.4235,-120.3103,6889,Historical,CCSM4,1999,12may1999,24may1999,07jun1999,382,520,734,988,.0166519912082227,.1579838190064852,.6529909797036504,.1800646534163167,.9585674579192558,.9639963011208645,3243,3410,0,14,14,21.994724,14.988742,3.5472596,1,,,
Wenatchee,47.4235,-120.3103,6890,Historical,CCSM4,2000,17may2000,27may2000,10jun2000,368,522,767,1020,.0119849371981892,.1615582847413053,.7201584327211499,.1544524924564875,.9703899004555491,.951299170972542,3321,3536,0,14,14,26.856953,14.788047,3.6971822,1,,,
Wenatchee,47.4235,-120.3103,6891,Historical,CCSM4,2001,25may2001,05jun2001,19jun2001,374,523,730,996,.0138389932426956,.1633615847384016,.6443117704398003,.1651755351451852,.9618572910198236,.9498322481839117,2884,3025,0,14,14,36.739811,14.976568,5.3967881,1,,,
Wenatchee,47.4235,-120.3103,6892,Historical,CCSM4,2002,11may2002,27may2002,10jun2002,382,519,760,997,.0166519912082227,.1562127419008381,.7066029756094965,.1800646534163167,.9622519585256273,.9694518788328832,3160,3351,0,14,14,27.128315,14.505765,4.0483389,1,,,
Wenatchee,47.4235,-120.3103,6893,Historical,CCSM4,2003,04may2003,14may2003,28may2003,373,530,729,1006,.0135153116235142,.1762801743775738,.6421250591926615,.1633615847384016,.9656454583349816,.9392115570722951,3477,3592,0,14,14,24.146929,15.940214,3.4956489,1,,,
Wenatchee,47.4235,-120.3103,6894,Historical,CCSM4,2004,24apr2004,02may2004,16may2004,385,529,664,858,.0178141681548281,.1744033520426749,.4884178532640422,.1858176167572078,.8600496573216805,.8536497538813853,3667,3874,0,14,14,17.502407,21.307804,3.3013659,1,,,
Wenatchee,47.4235,-120.3103,6895,Historical,CCSM4,2005,26may2005,09jun2005,23jun2005,371,530,731,976,.0128857730218822,.1762801743775738,.6464917644494614,.1597656811991448,.9531682921015634,.9237680259012522,2777,2942,0,14,14,42.971737,17.678789,7.1820636,1,,,
Wenatchee,47.4235,-120.3103,6896,Historical,CNRM-CM5,1979,24may1979,05jun1979,19jun1979,372,518,839,1100,.0131975958148788,.1544524924564875,.8363812236917332,.1615582847413053,.9879082134639438,.9818164099338828,2731,2885,0,14,14,35.546074,13.995364,5.5198288,1,,,
Wenatchee,47.4235,-120.3103,6897,Historical,CNRM-CM5,1980,07may1980,13may1980,27may1980,380,537,819,1085,.0159104576369678,.1897030763165832,.8083702166499649,.1762801743775738,.9856143886530461,.9562810290770688,3415,3679,0,14,14,28.355295,15.740244,4.6405864,1,,,
Wenatchee,47.4235,-120.3103,6898,Historical,CNRM-CM5,1981,16may1981,24may1981,07jun1981,375,517,744,1015,.0141687136091938,.1527031120785534,.6742001830066029,.1670000887723324,.9687667693089475,.9688950323935327,3240,3354,0,14,14,22.285244,14.31624,3.3165514,1,,,
Wenatchee,47.4235,-120.3103,6899,Historical,CNRM-CM5,1982,30may1982,13jun1982,27jun1982,373,525,816,1089,.0135153116235142,.1670000887723324,.803887600452168,.1633615847384016,.9862620781364422,.9691082624789971,3019,3098,0,14,14,31.139097,14.441447,4.4622593,1,,,
Wenatchee,47.4235,-120.3103,6900,Historical,CNRM-CM5,1983,30may1983,19jun1983,03jul1983,375,525,811,1096,.0141687136091938,.1670000887723324,.7962518563489382,.1670000887723324,.987331758329782,.9731630447205882,2501,2613,0,14,14,42.194172,15.206717,6.8771744,1,,,
Wenatchee,47.4235,-120.3103,6901,Historical,CNRM-CM5,1984,17may1984,27may1984,10jun1984,376,520,845,1144,.0145045457879922,.1579838190064852,.8441593545522897,.1688351972932566,.9928399583685046,.9891867908672838,3060,3239,0,14,14,30.595186,13.293548,4.2149158,1,,,
Wenatchee,47.4235,-120.3103,6902,Historical,CNRM-CM5,1985,01jun1985,12jun1985,26jun1985,371,525,804,1152,.0128857730218822,.1670000887723324,.7852146674979585,.1597656811991448,.9935052523173893,.9733850717223195,2683,2864,0,14,14,37.783096,14.813687,5.5860443,1,,,
Wenatchee,47.4235,-120.3103,6903,Historical,CNRM-CM5,1986,13may1986,24may1986,07jun1986,368,521,707,923,.0119849371981892,.1597656811991448,.592421941306793,.1544524924564875,.9214525401594607,.9041544142186141,2934,3236,0,14,14,32.850903,17.126194,5.4523077,1,,,
Wenatchee,47.4235,-120.3103,6904,Historical,CNRM-CM5,1987,21may1987,29may1987,12jun1987,380,519,719,1048,.0159104576369678,.1562127419008381,.6198993090921407,.1762801743775738,.9781664706080095,.9823234454477774,3193,3384,0,14,14,23.416969,14.042534,3.4934225,1,,,
Wenatchee,47.4235,-120.3103,6905,Historical,CNRM-CM5,1988,01jun1988,08jun1988,22jun1988,372,519,721,973,.0131975958148788,.1562127419008381,.6243954003945611,.1615582847413053,.9517266442305533,.9438745912561417,2591,2738,0,14,14,43.890892,16.050564,6.4532766,1,,,
Wenatchee,47.4235,-120.3103,6906,Historical,CNRM-CM5,1989,18may1989,26may1989,09jun1989,376,520,770,1031,.0145045457879922,.1579838190064852,.7258489789297784,.1688351972932566,.9736994092570681,.9700462417558472,3214,3379,0,14,14,32.115345,13.929873,4.2767043,1,,,
Wenatchee,47.4235,-120.3103,6907,Historical,CNRM-CM5,1990,27apr1990,09may1990,23may1990,376,525,720,858,.0145045457879922,.1670000887723324,.6221504592582072,.1688351972932566,.8600496573216805,.8473802200546124,3207,3365,0,14,14,26.446272,22.391422,5.0171552,1,,,
Wenatchee,47.4235,-120.3103,6908,Historical,CNRM-CM5,1991,12may1991,20may1991,03jun1991,378,523,802,1108,.0151948384005804,.1633615847384016,.7819866349147866,.1725368800660678,.9889895942267171,.9829700511538029,3140,3364,0,14,14,32.837917,13.512938,4.7513747,1,,,
Wenatchee,47.4235,-120.3103,6909,Historical,CNRM-CM5,1992,02may1992,13may1992,27may1992,374,528,717,911,.0138389932426956,.1725368800660678,.6153786021370272,.1651755351451852,.9121896658346178,.8909893276710397,3120,3289,0,14,14,33.86824,18.074276,6.3148952,1,,,
Wenatchee,47.4235,-120.3103,6910,Historical,CNRM-CM5,1993,17may1993,29may1993,12jun1993,367,522,661,894,.0116959618254923,.1615582847413053,.4809413850588806,.1527031120785534,.8975461238644519,.8769949893762077,2830,2985,0,14,14,33.285473,18.516212,5.6595492,1,,,
Wenatchee,47.4235,-120.3103,6911,Historical,CNRM-CM5,1994,09may1994,20may1994,03jun1994,370,522,794,1109,.0125797706049876,.1615582847413053,.7687429366147934,.1579838190064852,.9891183312850782,.9729640949452705,3119,3297,0,14,14,36.971336,13.46259,5.2406883,1,,,
Wenatchee,47.4235,-120.3103,6912,Historical,CNRM-CM5,1995,14may1995,27may1995,10jun1995,376,518,729,1086,.0145045457879922,.1544524924564875,.6421250591926615,.1688351972932566,.9857788728955266,.9856570319443034,3107,3214,0,14,14,24.353279,13.368623,3.6796801,1,,,
Wenatchee,47.4235,-120.3103,6913,Historical,CNRM-CM5,1996,08may1996,19may1996,02jun1996,379,532,745,1079,.0155494454805626,.1800646534163167,.6762815701016806,.1744033520426749,.9845905044162797,.9633797575620753,3458,3568,0,14,14,19.388,14.617241,2.9753504,1,,,
Wenatchee,47.4235,-120.3103,6914,Historical,CNRM-CM5,1997,04may1997,14may1997,28may1997,375,529,818,1096,.0141687136091938,.1744033520426749,.8068842294690158,.1670000887723324,.987331758329782,.9657597814502458,3763,3943,0,14,14,17.081436,14.348915,2.413681,1,,,
Wenatchee,47.4235,-120.3103,6915,Historical,CNRM-CM5,1998,22apr1998,02may1998,16may1998,374,515,729,983,.0138389932426956,.1492371182624762,.6421250591926615,.1651755351451852,.9563876153569716,.958487038996985,3231,3358,0,14,14,29.735252,15.046098,4.2541838,1,,,
Wenatchee,47.4235,-120.3103,6916,Historical,CNRM-CM5,1999,16may1999,26may1999,09jun1999,374,520,749,947,.0138389932426956,.1579838190064852,.6845333678397907,.1651755351451852,.9375450300351054,.9308977529311097,2862,3048,0,14,14,27.612341,15.563624,4.4590125,1,,,
Wenatchee,47.4235,-120.3103,6917,Historical,CNRM-CM5,2000,08may2000,19may2000,02jun2000,370,527,722,993,.0125797706049876,.1706808112511181,.6266340783169447,.1579838190064852,.9606514730874086,.9353747102377881,3042,3181,0,14,14,30.780277,15.723863,5.2201767,1,,,
Wenatchee,47.4235,-120.3103,6918,Historical,CNRM-CM5,2001,02jun2001,11jun2001,25jun2001,374,529,751,1096,.0138389932426956,.1744033520426749,.6886145356523791,.1651755351451852,.987331758329782,.9642649481895967,2935,3112,0,14,14,36.070316,15.441221,5.5953531,1,,,
Wenatchee,47.4235,-120.3103,6919,Historical,CNRM-CM5,2002,19may2002,29may2002,12jun2002,377,520,695,902,.0148465629584921,.1579838190064852,.5641628731099542,.1706808112511181,.904666930215918,.9025173595020588,2937,3038,0,14,14,31.381958,17.598667,5.3005538,1,,,
Wenatchee,47.4235,-120.3103,6920,Historical,CNRM-CM5,2003,09jun2003,19jun2003,03jul2003,375,521,814,1168,.0141687136091938,.1597656811991448,.8008580458647053,.1670000887723324,.9946668506040839,.9877325445680777,2857,2973,0,14,14,31.350163,14.228859,4.7809687,1,,,
Wenatchee,47.4235,-120.3103,6921,Historical,CNRM-CM5,2004,09may2004,17may2004,31may2004,373,520,790,1040,.0135153116235142,.1579838190064852,.7619223456061499,.1633615847384016,.9761570337704704,.9680194878788724,3533,3863,0,14,14,24.0835,13.921536,3.5087454,1,,,
Wenatchee,47.4235,-120.3103,6922,Historical,CNRM-CM5,2005,09may2005,16may2005,30may2005,370,515,758,962,.0125797706049876,.1492371182624762,.702659443208645,.1579838190064852,.9461072471656569,.9422741773046782,3689,3789,0,14,14,20.541571,15.366869,3.177007,1,,,
Wenatchee,47.4235,-120.3103,6923,Historical,CSIRO-Mk3-6-0,1979,16may1979,22may1979,05jun1979,368,523,773,1008,.0119849371981892,.1633615847384016,.7314673782834566,.1544524924564875,.9663619574774426,.9454679279973393,3026,3247,0,14,14,35.710506,15.083149,5.6900148,1,,,
Wenatchee,47.4235,-120.3103,6924,Historical,CSIRO-Mk3-6-0,1980,06may1980,22may1980,05jun1980,379,519,717,992,.0155494454805626,.1562127419008381,.6153786021370272,.1744033520426749,.9602421734012121,.9628833380624863,2761,2827,0,14,14,40.619427,14.510806,5.7719226,1,,,
Wenatchee,47.4235,-120.3103,6925,Historical,CSIRO-Mk3-6-0,1981,30may1981,10jun1981,24jun1981,366,528,711,957,.011412518089239,.1725368800660678,.6016733305802263,.1509646409972667,.9433724310033673,.9103876738453272,2667,2833,0,14,14,39.368202,18.28443,7.3992624,1,,,
Wenatchee,47.4235,-120.3103,6926,Historical,CSIRO-Mk3-6-0,1982,11may1982,29may1982,12jun1982,367,517,678,983,.0116959618254923,.1527031120785534,.5230244979531161,.1527031120785534,.9563876153569716,.9446916535314793,3008,3244,0,14,14,32.969971,14.555289,4.737535,1,,,
Wenatchee,47.4235,-120.3103,6927,Historical,CSIRO-Mk3-6-0,1983,10may1983,22may1983,05jun1983,374,526,761,1005,.0138389932426956,.1688351972932566,.7085630570400538,.1651755351451852,.9652821819898413,.9477835265990743,2795,2922,0,14,14,35.437817,14.845305,5.6175747,1,,,
Wenatchee,47.4235,-120.3103,6928,Historical,CSIRO-Mk3-6-0,1984,23may1984,05jun1984,19jun1984,373,519,706,1081,.0135153116235142,.1562127419008381,.5900953425847792,.1633615847384016,.9849389502160707,.9785724814301199,2803,2935,0,14,14,36.956242,13.991107,5.4163327,1,,,
Wenatchee,47.4235,-120.3103,6929,Historical,CSIRO-Mk3-6-0,1985,17may1985,25may1985,08jun1985,385,520,712,960,.0178141681548281,.1579838190064852,.6039721130184952,.1858176167572078,.9450272437666745,.955046873362569,2729,2887,0,14,14,39.688709,15.381622,5.976263,1,,,
Wenatchee,47.4235,-120.3103,6930,Historical,CSIRO-Mk3-6-0,1986,19may1986,02jun1986,16jun1986,375,524,816,1091,.0141687136091938,.1651755351451852,.803887600452168,.1670000887723324,.9865758309411915,.974231670959145,2945,3142,0,14,14,27.468473,13.711561,4.322401,1,,,
Wenatchee,47.4235,-120.3103,6931,Historical,CSIRO-Mk3-6-0,1987,08may1987,22may1987,05jun1987,373,536,795,1001,.0135153116235142,.1877553713391024,.7704273996719453,.1633615847384016,.9637949716685106,.9258858734442955,3380,3531,0,14,14,25.459213,17.092651,4.4810834,1,,,
Wenatchee,47.4235,-120.3103,6932,Historical,CSIRO-Mk3-6-0,1988,24may1988,08jun1988,22jun1988,375,521,726,994,.0141687136091938,.1597656811991448,.6355251003218039,.1670000887723324,.9610570748188738,.9541227687828676,2957,3149,0,14,14,40.140057,15.270796,5.9088435,1,,,
Wenatchee,47.4235,-120.3103,6933,Historical,CSIRO-Mk3-6-0,1989,15may1989,24may1989,07jun1989,375,525,804,1112,.0141687136091938,.1670000887723324,.7852146674979585,.1670000887723324,.9894962844105648,.975327570801371,3194,3370,0,14,14,24.909517,13.419609,3.5932946,1,,,
Wenatchee,47.4235,-120.3103,6934,Historical,CSIRO-Mk3-6-0,1990,02jun1990,13jun1990,27jun1990,378,517,681,889,.0151948384005804,.1527031120785534,.5303645148665405,.1725368800660678,.8928812122029748,.8975201417899088,2723,2792,0,14,14,44.451096,18.816475,7.4373989,1,,,
Wenatchee,47.4235,-120.3103,6935,Historical,CSIRO-Mk3-6-0,1991,20may1991,03jun1991,17jun1991,381,523,741,1073,.0162779483662256,.1633615847384016,.6679123498212061,.178167293167297,.9835006771768677,.9820284372395376,2851,3074,0,14,14,32.89946,14.01337,4.661231,1,,,
Wenatchee,47.4235,-120.3103,6936,Historical,CSIRO-Mk3-6-0,1992,14may1992,24may1992,07jun1992,371,524,675,873,.0128857730218822,.1651755351451852,.5156549326157116,.1597656811991448,.8767990453716068,.8585034184036843,2760,2838,0,14,14,33.559956,19.667374,5.9572835,1,,,
Wenatchee,47.4235,-120.3103,6937,Historical,CSIRO-Mk3-6-0,1993,24may1993,08jun1993,22jun1993,377,524,828,1184,.0148465629584921,.1651755351451852,.8213759842771062,.1706808112511181,.9956321835520597,.9862908966995007,2890,3050,0,14,14,28.030159,13.438784,3.9611325,1,,,
Wenatchee,47.4235,-120.3103,6938,Historical,CSIRO-Mk3-6-0,1994,24may1994,04jun1994,18jun1994,373,519,747,1052,.0135153116235142,.1562127419008381,.6804222892192751,.1633615847384016,.9791128943345884,.9727464255486376,2873,3123,0,14,14,35.601822,13.736937,4.6442304,1,,,
Wenatchee,47.4235,-120.3103,6939,Historical,CSIRO-Mk3-6-0,1995,22may1995,07jun1995,21jun1995,375,528,713,910,.0141687136091938,.1725368800660678,.6062651466795138,.1670000887723324,.9113786945752844,.8916731896723552,2516,2583,0,14,14,47.487755,18.687216,7.9781475,1,,,
Wenatchee,47.4235,-120.3103,6940,Historical,CSIRO-Mk3-6-0,1996,15may1996,30may1996,13jun1996,371,520,762,1042,.0128857730218822,.1579838190064852,.7105153151752176,.1597656811991448,.9766743779805047,.9655704671512821,2960,3045,0,14,14,29.404675,13.720443,4.107059,1,,,
Wenatchee,47.4235,-120.3103,6941,Historical,CSIRO-Mk3-6-0,1997,19may1997,28may1997,11jun1997,375,529,751,1047,.0141687136091938,.1744033520426749,.6886145356523791,.1670000887723324,.9779239113901905,.9563519345106543,3240,3416,0,14,14,25.993845,14.732062,4.0110044,1,,,
Wenatchee,47.4235,-120.3103,6942,Historical,CSIRO-Mk3-6-0,1998,13may1998,25may1998,08jun1998,367,520,736,1039,.0116959618254923,.1579838190064852,.6572893672708608,.1527031120785534,.9758945210746898,.9589178523212656,3338,3469,0,14,14,26.693272,14.173957,3.8168869,1,,,
Wenatchee,47.4235,-120.3103,6943,Historical,CSIRO-Mk3-6-0,1999,07may1999,14may1999,28may1999,376,521,773,980,.0145045457879922,.1597656811991448,.7314673782834566,.1688351972932566,.9550322858023548,.9495972561084743,3279,3383,0,14,14,24.678808,15.276751,3.791357,1,,,
Wenatchee,47.4235,-120.3103,6944,Historical,CSIRO-Mk3-6-0,2000,07may2000,21may2000,04jun2000,374,519,750,983,.0138389932426956,.1562127419008381,.6865777070390204,.1651755351451852,.9563876153569716,.951511415358623,3126,3320,0,14,14,33.315208,14.528882,4.8850808,1,,,
Wenatchee,47.4235,-120.3103,6945,Historical,CSIRO-Mk3-6-0,2001,15may2001,24may2001,07jun2001,382,525,800,1050,.0166519912082227,.1670000887723324,.7787254422377605,.1800646534163167,.9786444048854785,.9750569783212402,3203,3433,0,14,14,27.25379,14.166745,4.1280909,1,,,
Wenatchee,47.4235,-120.3103,6946,Historical,CSIRO-Mk3-6-0,2002,14may2002,22may2002,05jun2002,381,524,725,1020,.0162779483662256,.1651755351451852,.6333120021592886,.178167293167297,.9703899004555491,.9671037101114354,3395,3585,0,14,14,29.3097,14.252101,4.0392728,1,,,
Wenatchee,47.4235,-120.3103,6947,Historical,CSIRO-Mk3-6-0,2003,15may2003,25may2003,08jun2003,375,522,832,1007,.0141687136091938,.1615582847413053,.8269449905268379,.1670000887723324,.9660053750810744,.9572784655029077,3077,3200,0,14,14,26.258179,14.503985,4.3249545,1,,,
Wenatchee,47.4235,-120.3103,6948,Historical,CSIRO-Mk3-6-0,2004,18may2004,29may2004,12jun2004,377,527,729,1031,.0148465629584921,.1706808112511181,.6421250591926615,.1706808112511181,.9736994092570681,.958852846298576,3113,3239,0,14,14,30.171879,14.464011,4.9027891,1,,,
Wenatchee,47.4235,-120.3103,6949,Historical,CSIRO-Mk3-6-0,2005,10may2005,25may2005,08jun2005,372,516,715,952,.0131975958148788,.1509646409972667,.6108337279085025,.1615582847413053,.9405196060035762,.937915653932736,3132,3313,0,14,14,29.522757,15.39297,4.6848469,1,,,
Wenatchee,47.4235,-120.3103,6950,Historical,GFDL-ESM2M,1979,05may1979,15may1979,29may1979,371,527,822,1021,.0128857730218822,.1706808112511181,.8127789745466144,.1597656811991448,.970705381411135,.9469044783372795,3004,3169,0,14,14,29.95129,15.231925,4.9561224,1,,,
Wenatchee,47.4235,-120.3103,6951,Historical,GFDL-ESM2M,1980,26may1980,08jun1980,22jun1980,377,516,759,1116,.0148465629584921,.1509646409972667,.7046350957964677,.1706808112511181,.9899814396563369,.9948510469516962,2748,2956,0,14,14,38.094715,13.74407,5.3506193,1,,,
Wenatchee,47.4235,-120.3103,6952,Historical,GFDL-ESM2M,1981,20may1981,31may1981,14jun1981,376,525,724,915,.0145045457879922,.1670000887723324,.6310924315161435,.1688351972932566,.9153726389437171,.9027032016766491,2677,2782,0,14,14,46.889,17.404316,7.3058987,1,,,
Wenatchee,47.4235,-120.3103,6953,Historical,GFDL-ESM2M,1982,05may1982,17may1982,31may1982,378,522,716,886,.0151948384005804,.1615582847413053,.6131091574432468,.1725368800660678,.8900012551424709,.8857850120666529,3299,3472,0,14,14,28.459064,19.380812,4.5273809,1,,,
Wenatchee,47.4235,-120.3103,6954,Historical,GFDL-ESM2M,1983,01may1983,20may1983,03jun1983,374,526,710,928,.0138389932426956,.1688351972932566,.5993688602264686,.1651755351451852,.9250644342267618,.9075657788359948,2774,2884,0,14,14,41.057198,16.657225,6.9671397,1,,,
Wenatchee,47.4235,-120.3103,6955,Historical,GFDL-ESM2M,1984,06may1984,16may1984,30may1984,378,526,742,1069,.0151948384005804,.1688351972932566,.6700155354301308,.1725368800660678,.9827356940844878,.9712425384567186,3580,3743,0,14,14,15.753021,13.862165,2.4396789,1,,,
Wenatchee,47.4235,-120.3103,6956,Historical,GFDL-ESM2M,1985,01jun1985,15jun1985,29jun1985,377,524,725,1055,.0148465629584921,.1651755351451852,.6333120021592886,.1706808112511181,.9797982670599675,.9704569802074084,2613,2777,0,14,14,42.492916,15.383941,6.8547959,1,,,
Wenatchee,47.4235,-120.3103,6957,Historical,GFDL-ESM2M,1986,23may1986,07jun1986,21jun1986,376,535,789,997,.0145045457879922,.1858176167572078,.7601965373932238,.1688351972932566,.9622519585256273,.9307649932736838,2697,2926,0,14,14,39.764214,17.379606,6.5563545,1,,,
Wenatchee,47.4235,-120.3103,6958,Historical,GFDL-ESM2M,1987,08may1987,19may1987,02jun1987,374,526,797,1026,.0138389932426956,.1688351972932566,.7737714781831253,.1651755351451852,.9722383583914033,.9547397030006363,3555,3673,0,14,14,21.225634,14.850044,3.1722455,1,,,
Wenatchee,47.4235,-120.3103,6959,Historical,GFDL-ESM2M,1988,12may1988,25may1988,08jun1988,374,524,844,1025,.0138389932426956,.1651755351451852,.8428827041091744,.1651755351451852,.9719376089994729,.9580986157567773,2917,3143,0,14,14,38.400261,14.43237,5.9249687,1,,,
Wenatchee,47.4235,-120.3103,6960,Historical,GFDL-ESM2M,1989,11jun1989,21jun1989,05jul1989,372,517,897,1157,.0131975958148788,.1527031120785534,.9002653226715709,.1615582847413053,.9938913799017747,.9895489567496478,2682,2827,0,14,14,28.499685,14.253609,4.9151263,1,,,
Wenatchee,47.4235,-120.3103,6961,Historical,GFDL-ESM2M,1990,27may1990,08jun1990,22jun1990,386,528,829,1160,.0182151552038505,.1725368800660678,.8227803667145506,.1877553713391024,.9941126853538012,.9911160214229853,2785,2905,0,14,14,30.151964,14.162746,4.6681347,1,,,
Wenatchee,47.4235,-120.3103,6962,Historical,GFDL-ESM2M,1991,14may1991,30may1991,13jun1991,374,533,782,1019,.0138389932426956,.1819721990452778,.7478852373778251,.1651755351451852,.9700714028348236,.9394357456920355,3060,3212,0,14,14,35.329723,16.160437,5.5000062,1,,,
Wenatchee,47.4235,-120.3103,6963,Historical,GFDL-ESM2M,1992,15may1992,25may1992,08jun1992,381,527,749,987,.0162779483662256,.1706808112511181,.6845333678397907,.178167293167297,.9581392646661111,.9493477982160644,2585,2738,0,14,14,37.483109,15.557382,6.2953901,1,,,
Wenatchee,47.4235,-120.3103,6964,Historical,GFDL-ESM2M,1993,03jun1993,11jun1993,25jun1993,378,525,738,955,.0151948384005804,.1670000887723324,.6615598103930915,.1725368800660678,.9422456708390887,.9325876237322437,2509,2647,0,14,14,52.054337,18.362106,9.3272572,1,,,
Wenatchee,47.4235,-120.3103,6965,Historical,GFDL-ESM2M,1994,04may1994,18may1994,01jun1994,374,525,666,916,.0138389932426956,.1670000887723324,.4933920505365734,.1651755351451852,.9161533061269169,.9004897592570741,2884,2988,0,14,14,41.018715,17.386509,7.2896304,1,,,
Wenatchee,47.4235,-120.3103,6966,Historical,GFDL-ESM2M,1995,06jun1995,15jun1995,29jun1995,378,528,777,1120,.0151948384005804,.1725368800660678,.7388455406737946,.1725368800660678,.990445876198743,.9752510377981626,2816,2914,0,14,14,30.558491,14.346519,4.5099888,1,,,
Wenatchee,47.4235,-120.3103,6967,Historical,GFDL-ESM2M,1996,12apr1996,25apr1996,09may1996,375,520,738,976,.0141687136091938,.1579838190064852,.6615598103930915,.1670000887723324,.9531682921015634,.9480158482582167,3534,3636,0,14,14,16.676441,14.926182,2.6611521,1,,,
Wenatchee,47.4235,-120.3103,6968,Historical,GFDL-ESM2M,1997,25apr1997,04may1997,18may1997,376,521,656,956,.0145045457879922,.1597656811991448,.4684463305521264,.1688351972932566,.9428114259512934,.937376396257413,3191,3341,0,14,14,32.058449,15.926756,5.7822232,1,,,
Wenatchee,47.4235,-120.3103,6969,Historical,GFDL-ESM2M,1998,26may1998,04jun1998,18jun1998,372,520,845,1176,.0131975958148788,.1579838190064852,.8441593545522897,.1615582847413053,.9951720245315376,.985548894451479,3360,3512,0,14,14,21.142702,13.195314,2.9988008,1,,,
