"countyname","location"
"Lake","47.65625_-114.15625"
"Lake","47.65625_-114.09375"
"Lake","47.65625_-114.09375"
"Lake","47.65625_-114.09375"
"Lake","47.65625_-114.09375"
"Lake","47.65625_-114.09375"
"Lake","47.65625_-114.03125"
"Lake","47.65625_-114.03125"
"Lake","47.65625_-114.03125"
"Lake","47.65625_-113.84375"
"Lake","47.65625_-113.78125"
"Chelan","47.71875_-120.34375"
"Chelan","47.71875_-120.34375"
"Chelan","47.71875_-120.21875"
"Chelan","47.71875_-120.21875"
"Douglas","47.71875_-120.15625"
"Douglas","47.71875_-120.15625"
"Douglas","47.71875_-120.15625"
"Douglas","47.71875_-120.15625"
"Douglas","47.71875_-120.15625"
"Douglas","47.71875_-120.15625"
"Douglas","47.71875_-120.09375"
"Douglas","47.71875_-120.09375"
"Douglas","47.71875_-120.09375"
"Douglas","47.71875_-120.09375"
"Douglas","47.71875_-120.03125"
"Douglas","47.71875_-120.03125"
"Douglas","47.71875_-120.03125"
"Douglas","47.71875_-119.96875"
"Douglas","47.71875_-119.96875"
"Douglas","47.71875_-119.96875"
"Douglas","47.71875_-119.90625"
"Douglas","47.71875_-119.90625"
"Douglas","47.71875_-119.90625"
"Douglas","47.71875_-119.84375"
"Douglas","47.71875_-119.84375"
"Douglas","47.71875_-119.84375"
"Douglas","47.71875_-119.78125"
"Douglas","47.71875_-119.78125"
"Douglas","47.71875_-119.71875"
"Douglas","47.71875_-119.71875"
"Douglas","47.71875_-119.65625"
"Douglas","47.71875_-119.65625"
"Douglas","47.71875_-119.65625"
"Douglas","47.71875_-119.59375"
"Douglas","47.71875_-119.59375"
"Douglas","47.71875_-119.59375"
"Douglas","47.71875_-119.53125"
"Douglas","47.71875_-119.53125"
"Douglas","47.71875_-119.53125"
"Douglas","47.71875_-119.46875"
"Douglas","47.71875_-119.46875"
"Douglas","47.71875_-119.40625"
"Douglas","47.71875_-119.40625"
"Douglas","47.71875_-119.34375"
"Douglas","47.71875_-119.34375"
"Douglas","47.71875_-119.34375"
"Douglas","47.71875_-119.34375"
"Grant","47.71875_-119.28125"
"Grant","47.71875_-119.28125"
"Grant","47.71875_-119.28125"
"Grant","47.71875_-119.21875"
"Grant","47.71875_-119.21875"
"Grant","47.71875_-119.15625"
"Grant","47.71875_-119.15625"
"Grant","47.71875_-119.09375"
"Grant","47.71875_-119.09375"
"Grant","47.71875_-119.03125"
"Grant","47.71875_-119.03125"
"Lincoln","47.71875_-118.96875"
"Lincoln","47.71875_-118.96875"
"Lincoln","47.71875_-118.96875"
"Lincoln","47.71875_-118.96875"
"Lincoln","47.71875_-118.96875"
"Lincoln","47.71875_-118.96875"
"Lincoln","47.71875_-118.90625"
"Lincoln","47.71875_-118.90625"
"Lincoln","47.71875_-118.84375"
"Lincoln","47.71875_-118.84375"
"Lincoln","47.71875_-118.84375"
"Lincoln","47.71875_-118.78125"
"Lincoln","47.71875_-118.78125"
"Lincoln","47.71875_-118.78125"
"Lincoln","47.71875_-118.78125"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.71875"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.65625"
"Lincoln","47.71875_-118.59375"
"Lincoln","47.71875_-118.59375"
"Lincoln","47.71875_-118.59375"
"Lincoln","47.71875_-118.59375"
"Lincoln","47.71875_-118.53125"
"Lincoln","47.71875_-118.53125"
"Lincoln","47.71875_-118.53125"
"Lincoln","47.71875_-118.53125"
"Lincoln","47.71875_-118.46875"
"Lincoln","47.71875_-118.46875"
"Lincoln","47.71875_-118.46875"
"Lincoln","47.71875_-118.46875"
"Lincoln","47.71875_-118.46875"
"Lincoln","47.71875_-118.40625"
"Lincoln","47.71875_-118.34375"
"Lincoln","47.71875_-118.34375"
"Lincoln","47.71875_-118.28125"
"Lincoln","47.71875_-118.21875"
"Lincoln","47.71875_-118.21875"
"Lincoln","47.71875_-118.21875"
"Lincoln","47.71875_-118.21875"
"Lincoln","47.71875_-118.15625"
"Lincoln","47.71875_-118.15625"
"Lincoln","47.71875_-118.15625"
"Lincoln","47.71875_-118.15625"
"Lincoln","47.71875_-118.15625"
"Lincoln","47.71875_-118.15625"
"Lincoln","47.71875_-118.09375"
"Lincoln","47.71875_-118.09375"
"Lincoln","47.71875_-118.09375"
"Lincoln","47.71875_-118.09375"
"Lincoln","47.71875_-118.09375"
"Lincoln","47.71875_-118.03125"
"Lincoln","47.71875_-118.03125"
"Lincoln","47.71875_-118.03125"
"Lincoln","47.71875_-118.03125"
"Lincoln","47.71875_-117.96875"
"Lincoln","47.71875_-117.96875"
"Lincoln","47.71875_-117.96875"
"Lincoln","47.71875_-117.96875"
"Lincoln","47.71875_-117.90625"
"Lincoln","47.71875_-117.90625"
"Lincoln","47.71875_-117.90625"
"Lincoln","47.71875_-117.90625"
"Lincoln","47.71875_-117.84375"
"Lincoln","47.71875_-117.84375"
"Lincoln","47.71875_-117.84375"
"Lincoln","47.71875_-117.84375"
"Spokane","47.71875_-117.78125"
"Spokane","47.71875_-117.78125"
"Spokane","47.71875_-117.78125"
"Spokane","47.71875_-117.78125"
"Spokane","47.71875_-117.78125"
"Spokane","47.71875_-117.71875"
"Spokane","47.71875_-117.71875"
"Spokane","47.71875_-117.71875"
"Spokane","47.71875_-117.71875"
"Spokane","47.71875_-117.71875"
"Spokane","47.71875_-117.65625"
"Spokane","47.71875_-117.65625"
"Spokane","47.71875_-117.65625"
"Spokane","47.71875_-117.65625"
"Spokane","47.71875_-117.65625"
"Spokane","47.71875_-117.65625"
"Spokane","47.71875_-117.59375"
"Spokane","47.71875_-117.59375"
"Spokane","47.71875_-117.59375"
"Spokane","47.71875_-117.53125"
"Spokane","47.71875_-117.53125"
"Spokane","47.71875_-117.46875"
"Spokane","47.71875_-117.34375"
"Spokane","47.71875_-117.34375"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.28125"
"Spokane","47.71875_-117.21875"
"Spokane","47.71875_-117.21875"
"Spokane","47.71875_-117.21875"
"Spokane","47.71875_-117.21875"
"Spokane","47.71875_-117.21875"
"Spokane","47.71875_-117.21875"
"Spokane","47.71875_-117.15625"
"Spokane","47.71875_-117.15625"
"Spokane","47.71875_-117.15625"
"Kootenai","47.71875_-117.03125"
"Kootenai","47.71875_-116.96875"
"Kootenai","47.71875_-116.96875"
"Kootenai","47.71875_-116.96875"
"Kootenai","47.71875_-116.90625"
"Kootenai","47.71875_-116.90625"
"Kootenai","47.71875_-116.84375"
"Kootenai","47.71875_-116.84375"
"Kootenai","47.71875_-116.84375"
"Kootenai","47.71875_-116.84375"
"Sanders","47.71875_-114.65625"
"Sanders","47.71875_-114.65625"
"Sanders","47.71875_-114.65625"
"Sanders","47.71875_-114.59375"
"Sanders","47.71875_-114.59375"
"Lake","47.71875_-114.53125"
"Lake","47.71875_-114.46875"
"Lake","47.71875_-114.40625"
"Lake","47.71875_-114.40625"
"Lake","47.71875_-114.34375"
"Lake","47.71875_-114.34375"
"Lake","47.71875_-114.28125"
"Lake","47.71875_-114.28125"
"Lake","47.71875_-114.28125"
"Lake","47.71875_-114.21875"
"Lake","47.71875_-114.21875"
"Lake","47.71875_-114.21875"
"Lake","47.71875_-114.21875"
"Lake","47.71875_-114.15625"
"Lake","47.71875_-114.09375"
"Lake","47.71875_-114.09375"
"Lake","47.71875_-114.09375"
"Lake","47.71875_-114.03125"
"Lake","47.71875_-113.84375"
"Chelan","47.78125_-120.15625"
"Chelan","47.78125_-120.15625"
"Chelan","47.78125_-120.15625"
"Chelan","47.78125_-120.15625"
"Chelan","47.78125_-120.09375"
"Chelan","47.78125_-120.09375"
"Chelan","47.78125_-120.09375"
"Chelan","47.78125_-120.09375"
"Chelan","47.78125_-120.03125"
"Chelan","47.78125_-120.03125"
"Chelan","47.78125_-120.03125"
"Douglas","47.78125_-119.96875"
"Douglas","47.78125_-119.96875"
"Douglas","47.78125_-119.96875"
"Douglas","47.78125_-119.96875"
"Douglas","47.78125_-119.96875"
"Douglas","47.78125_-119.90625"
"Douglas","47.78125_-119.84375"
"Douglas","47.78125_-119.84375"
"Douglas","47.78125_-119.78125"
"Douglas","47.78125_-119.78125"
"Douglas","47.78125_-119.71875"
"Douglas","47.78125_-119.71875"
"Douglas","47.78125_-119.65625"
"Douglas","47.78125_-119.65625"
"Douglas","47.78125_-119.59375"
"Douglas","47.78125_-119.59375"
"Douglas","47.78125_-119.53125"
"Douglas","47.78125_-119.53125"
"Douglas","47.78125_-119.46875"
"Douglas","47.78125_-119.46875"
"Douglas","47.78125_-119.40625"
"Douglas","47.78125_-119.40625"
"Douglas","47.78125_-119.34375"
"Douglas","47.78125_-119.34375"
"Douglas","47.78125_-119.28125"
"Douglas","47.78125_-119.28125"
"Douglas","47.78125_-119.28125"
"Douglas","47.78125_-119.28125"
"Douglas","47.78125_-119.28125"
"Douglas","47.78125_-119.28125"
"Grant","47.78125_-119.21875"
"Grant","47.78125_-119.21875"
"Grant","47.78125_-119.21875"
"Grant","47.78125_-119.15625"
"Grant","47.78125_-119.15625"
"Grant","47.78125_-119.09375"
"Grant","47.78125_-119.09375"
"Grant","47.78125_-119.09375"
"Grant","47.78125_-119.03125"
"Grant","47.78125_-119.03125"
"Grant","47.78125_-119.03125"
"Lincoln","47.78125_-118.96875"
"Lincoln","47.78125_-118.96875"
"Lincoln","47.78125_-118.96875"
"Lincoln","47.78125_-118.90625"
"Lincoln","47.78125_-118.90625"
"Lincoln","47.78125_-118.90625"
"Lincoln","47.78125_-118.90625"
"Lincoln","47.78125_-118.84375"
"Lincoln","47.78125_-118.84375"
"Lincoln","47.78125_-118.84375"
"Lincoln","47.78125_-118.78125"
"Lincoln","47.78125_-118.78125"
"Lincoln","47.78125_-118.78125"
"Lincoln","47.78125_-118.78125"
"Lincoln","47.78125_-118.71875"
"Lincoln","47.78125_-118.71875"
"Lincoln","47.78125_-118.71875"
"Lincoln","47.78125_-118.71875"
"Lincoln","47.78125_-118.71875"
"Lincoln","47.78125_-118.65625"
"Lincoln","47.78125_-118.65625"
"Lincoln","47.78125_-118.65625"
"Lincoln","47.78125_-118.65625"
"Lincoln","47.78125_-118.59375"
"Lincoln","47.78125_-118.59375"
"Lincoln","47.78125_-118.59375"
"Lincoln","47.78125_-118.59375"
"Lincoln","47.78125_-118.53125"
"Lincoln","47.78125_-118.53125"
"Lincoln","47.78125_-118.53125"
"Lincoln","47.78125_-118.53125"
"Lincoln","47.78125_-118.46875"
"Lincoln","47.78125_-118.46875"
"Lincoln","47.78125_-118.40625"
"Lincoln","47.78125_-118.40625"
"Lincoln","47.78125_-118.34375"
"Lincoln","47.78125_-118.34375"
"Lincoln","47.78125_-118.34375"
"Lincoln","47.78125_-118.28125"
"Lincoln","47.78125_-118.21875"
"Lincoln","47.78125_-118.21875"
"Lincoln","47.78125_-118.21875"
"Lincoln","47.78125_-118.21875"
"Lincoln","47.78125_-118.15625"
"Lincoln","47.78125_-118.15625"
"Lincoln","47.78125_-118.15625"
"Lincoln","47.78125_-118.15625"
"Lincoln","47.78125_-118.09375"
"Lincoln","47.78125_-118.09375"
"Lincoln","47.78125_-118.09375"
"Lincoln","47.78125_-118.09375"
"Lincoln","47.78125_-118.09375"
"Lincoln","47.78125_-118.03125"
"Lincoln","47.78125_-118.03125"
"Lincoln","47.78125_-118.03125"
"Lincoln","47.78125_-118.03125"
"Lincoln","47.78125_-118.03125"
"Lincoln","47.78125_-118.03125"
"Lincoln","47.78125_-118.03125"
"Lincoln","47.78125_-117.96875"
"Lincoln","47.78125_-117.96875"
"Lincoln","47.78125_-117.96875"
"Lincoln","47.78125_-117.96875"
"Lincoln","47.78125_-117.90625"
"Lincoln","47.78125_-117.90625"
"Lincoln","47.78125_-117.90625"
"Lincoln","47.78125_-117.90625"
"Lincoln","47.78125_-117.90625"
"Lincoln","47.78125_-117.90625"
"Lincoln","47.78125_-117.84375"
"Lincoln","47.78125_-117.84375"
"Lincoln","47.78125_-117.84375"
"Lincoln","47.78125_-117.84375"
"Lincoln","47.78125_-117.84375"
"Spokane","47.78125_-117.78125"
"Spokane","47.78125_-117.78125"
"Spokane","47.78125_-117.78125"
"Spokane","47.78125_-117.78125"
"Spokane","47.78125_-117.78125"
"Spokane","47.78125_-117.78125"
"Spokane","47.78125_-117.71875"
"Spokane","47.78125_-117.71875"
"Spokane","47.78125_-117.71875"
"Spokane","47.78125_-117.71875"
"Spokane","47.78125_-117.71875"
"Spokane","47.78125_-117.65625"
"Spokane","47.78125_-117.65625"
"Spokane","47.78125_-117.65625"
"Spokane","47.78125_-117.65625"
"Spokane","47.78125_-117.65625"
"Spokane","47.78125_-117.59375"
"Spokane","47.78125_-117.46875"
"Spokane","47.78125_-117.46875"
"Spokane","47.78125_-117.46875"
"Spokane","47.78125_-117.40625"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.34375"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.28125"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.21875"
"Spokane","47.78125_-117.09375"
"Spokane","47.78125_-117.09375"
"Kootenai","47.78125_-116.96875"
"Kootenai","47.78125_-116.96875"
"Kootenai","47.78125_-116.96875"
"Kootenai","47.78125_-116.90625"
"Kootenai","47.78125_-116.90625"
"Kootenai","47.78125_-116.90625"
"Kootenai","47.78125_-116.90625"
"Kootenai","47.78125_-116.90625"
"Kootenai","47.78125_-116.90625"
"Kootenai","47.78125_-116.90625"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.84375"
"Kootenai","47.78125_-116.78125"
"Kootenai","47.78125_-116.78125"
"Kootenai","47.78125_-116.78125"
"Kootenai","47.78125_-116.78125"
"Kootenai","47.78125_-116.71875"
"Sanders","47.78125_-114.65625"
"Sanders","47.78125_-114.65625"
"Sanders","47.78125_-114.65625"
"Flathead","47.78125_-114.59375"
"Flathead","47.78125_-114.59375"
"Lake","47.78125_-114.34375"
"Lake","47.78125_-114.15625"
"Lake","47.78125_-113.84375"
"Chelan","47.84375_-120.21875"
"Chelan","47.84375_-120.15625"
"Chelan","47.84375_-120.09375"
"Chelan","47.84375_-120.09375"
"Chelan","47.84375_-120.09375"
"Chelan","47.84375_-120.03125"
"Chelan","47.84375_-120.03125"
"Chelan","47.84375_-119.96875"
"Chelan","47.84375_-119.96875"
"Douglas","47.84375_-119.90625"
"Douglas","47.84375_-119.90625"
"Douglas","47.84375_-119.90625"
"Douglas","47.84375_-119.84375"
"Douglas","47.84375_-119.84375"
"Douglas","47.84375_-119.78125"
"Douglas","47.84375_-119.78125"
"Douglas","47.84375_-119.71875"
"Douglas","47.84375_-119.71875"
"Douglas","47.84375_-119.71875"
"Douglas","47.84375_-119.65625"
"Douglas","47.84375_-119.65625"
"Douglas","47.84375_-119.65625"
"Douglas","47.84375_-119.59375"
"Douglas","47.84375_-119.59375"
"Douglas","47.84375_-119.53125"
"Douglas","47.84375_-119.53125"
"Douglas","47.84375_-119.46875"
"Douglas","47.84375_-119.46875"
"Douglas","47.84375_-119.40625"
"Douglas","47.84375_-119.40625"
"Douglas","47.84375_-119.34375"
"Douglas","47.84375_-119.34375"
"Douglas","47.84375_-119.34375"
"Douglas","47.84375_-119.28125"
"Douglas","47.84375_-119.28125"
"Douglas","47.84375_-119.28125"
"Douglas","47.84375_-119.21875"
"Grant","47.84375_-119.15625"
"Grant","47.84375_-119.09375"
"Grant","47.84375_-119.09375"
"Grant","47.84375_-119.09375"
"Grant","47.84375_-119.03125"
"Grant","47.84375_-119.03125"
"Lincoln","47.84375_-118.96875"
"Lincoln","47.84375_-118.96875"
"Lincoln","47.84375_-118.96875"
"Lincoln","47.84375_-118.90625"
"Lincoln","47.84375_-118.90625"
"Lincoln","47.84375_-118.90625"
"Lincoln","47.84375_-118.90625"
"Lincoln","47.84375_-118.84375"
"Lincoln","47.84375_-118.84375"
"Lincoln","47.84375_-118.84375"
"Lincoln","47.84375_-118.84375"
"Lincoln","47.84375_-118.78125"
"Lincoln","47.84375_-118.78125"
"Lincoln","47.84375_-118.78125"
"Lincoln","47.84375_-118.78125"
"Lincoln","47.84375_-118.71875"
"Lincoln","47.84375_-118.71875"
"Lincoln","47.84375_-118.71875"
"Lincoln","47.84375_-118.71875"
"Lincoln","47.84375_-118.65625"
"Lincoln","47.84375_-118.65625"
"Lincoln","47.84375_-118.65625"
"Lincoln","47.84375_-118.65625"
"Lincoln","47.84375_-118.59375"
"Lincoln","47.84375_-118.59375"
"Lincoln","47.84375_-118.59375"
"Lincoln","47.84375_-118.59375"
"Lincoln","47.84375_-118.53125"
"Lincoln","47.84375_-118.53125"
"Lincoln","47.84375_-118.53125"
"Lincoln","47.84375_-118.53125"
"Lincoln","47.84375_-118.46875"
"Lincoln","47.84375_-118.46875"
"Lincoln","47.84375_-118.28125"
"Lincoln","47.84375_-118.28125"
"Lincoln","47.84375_-118.28125"
"Lincoln","47.84375_-118.21875"
"Lincoln","47.84375_-118.21875"
"Lincoln","47.84375_-118.21875"
"Lincoln","47.84375_-118.21875"
"Lincoln","47.84375_-118.15625"
"Lincoln","47.84375_-118.15625"
"Lincoln","47.84375_-118.15625"
"Lincoln","47.84375_-118.15625"
"Stevens","47.84375_-118.09375"
"Stevens","47.84375_-118.03125"
"Stevens","47.84375_-118.03125"
"Stevens","47.84375_-118.03125"
"Stevens","47.84375_-118.03125"
"Stevens","47.84375_-117.96875"
"Stevens","47.84375_-117.90625"
"Stevens","47.84375_-117.90625"
"Stevens","47.84375_-117.90625"
"Stevens","47.84375_-117.90625"
"Stevens","47.84375_-117.90625"
"Stevens","47.84375_-117.90625"
"Stevens","47.84375_-117.84375"
"Stevens","47.84375_-117.84375"
"Stevens","47.84375_-117.78125"
"Stevens","47.84375_-117.78125"
"Stevens","47.84375_-117.78125"
"Stevens","47.84375_-117.78125"
"Stevens","47.84375_-117.71875"
"Stevens","47.84375_-117.65625"
"Stevens","47.84375_-117.65625"
"Stevens","47.84375_-117.59375"
"Spokane","47.84375_-117.53125"
"Spokane","47.84375_-117.53125"
"Spokane","47.84375_-117.53125"
"Spokane","47.84375_-117.53125"
"Spokane","47.84375_-117.53125"
"Spokane","47.84375_-117.53125"
"Spokane","47.84375_-117.46875"
"Spokane","47.84375_-117.46875"
"Spokane","47.84375_-117.46875"
"Spokane","47.84375_-117.46875"
"Spokane","47.84375_-117.46875"
"Spokane","47.84375_-117.40625"
"Spokane","47.84375_-117.40625"
"Spokane","47.84375_-117.40625"
"Spokane","47.84375_-117.40625"
"Spokane","47.84375_-117.40625"
"Spokane","47.84375_-117.34375"
"Spokane","47.84375_-117.28125"
"Spokane","47.84375_-117.28125"
"Spokane","47.84375_-117.28125"
"Spokane","47.84375_-117.28125"
"Spokane","47.84375_-117.28125"
"Spokane","47.84375_-117.28125"
"Kootenai","47.84375_-116.84375"
"Sanders","47.84375_-114.65625"
"Flathead","47.84375_-114.59375"
"Flathead","47.84375_-114.59375"
"Flathead","47.84375_-114.53125"
"Lake","47.84375_-114.34375"
"Lake","47.84375_-114.28125"
"Lake","47.84375_-114.28125"
"Lake","47.84375_-114.21875"
"Lake","47.84375_-113.84375"
"Chelan","47.90625_-120.21875"
"Chelan","47.90625_-120.21875"
"Chelan","47.90625_-120.15625"
"Chelan","47.90625_-120.15625"
"Chelan","47.90625_-120.15625"
"Chelan","47.90625_-120.09375"
"Chelan","47.90625_-120.09375"
"Chelan","47.90625_-120.09375"
"Chelan","47.90625_-120.03125"
"Chelan","47.90625_-119.96875"
"Chelan","47.90625_-119.96875"
"Chelan","47.90625_-119.90625"
"Chelan","47.90625_-119.90625"
"Douglas","47.90625_-119.84375"
"Douglas","47.90625_-119.78125"
"Douglas","47.90625_-119.78125"
"Douglas","47.90625_-119.71875"
"Douglas","47.90625_-119.71875"
"Douglas","47.90625_-119.65625"
"Douglas","47.90625_-119.65625"
"Douglas","47.90625_-119.59375"
"Douglas","47.90625_-119.59375"
"Douglas","47.90625_-119.53125"
"Douglas","47.90625_-119.53125"
"Douglas","47.90625_-119.46875"
"Douglas","47.90625_-119.46875"
"Douglas","47.90625_-119.40625"
"Douglas","47.90625_-119.40625"
"Douglas","47.90625_-119.34375"
"Douglas","47.90625_-119.34375"
"Douglas","47.90625_-119.28125"
"Douglas","47.90625_-119.28125"
"Grant","47.90625_-119.09375"
"Grant","47.90625_-119.03125"
"Lincoln","47.90625_-118.96875"
"Lincoln","47.90625_-118.96875"
"Lincoln","47.90625_-118.96875"
"Lincoln","47.90625_-118.96875"
"Lincoln","47.90625_-118.90625"
"Lincoln","47.90625_-118.90625"
"Lincoln","47.90625_-118.90625"
"Lincoln","47.90625_-118.84375"
"Lincoln","47.90625_-118.84375"
"Lincoln","47.90625_-118.84375"
"Lincoln","47.90625_-118.84375"
"Lincoln","47.90625_-118.78125"
"Lincoln","47.90625_-118.78125"
"Lincoln","47.90625_-118.78125"
"Ferry","47.90625_-118.71875"
"Ferry","47.90625_-118.71875"
"Lincoln","47.90625_-118.65625"
"Lincoln","47.90625_-118.65625"
"Lincoln","47.90625_-118.65625"
"Lincoln","47.90625_-118.65625"
"Lincoln","47.90625_-118.59375"
"Lincoln","47.90625_-118.59375"
"Lincoln","47.90625_-118.59375"
"Lincoln","47.90625_-118.28125"
"Lincoln","47.90625_-118.28125"
"Lincoln","47.90625_-118.28125"
"Lincoln","47.90625_-118.28125"
"Lincoln","47.90625_-118.21875"
"Stevens","47.90625_-117.78125"
"Stevens","47.90625_-117.78125"
"Stevens","47.90625_-117.78125"
"Stevens","47.90625_-117.78125"
"Stevens","47.90625_-117.65625"
"Stevens","47.90625_-117.65625"
"Stevens","47.90625_-117.59375"
"Stevens","47.90625_-117.59375"
"Stevens","47.90625_-117.59375"
"Stevens","47.90625_-117.59375"
"Stevens","47.90625_-117.59375"
"Stevens","47.90625_-117.59375"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.53125"
"Spokane","47.90625_-117.46875"
"Spokane","47.90625_-117.46875"
"Spokane","47.90625_-117.46875"
"Spokane","47.90625_-117.40625"
"Spokane","47.90625_-117.40625"
"Spokane","47.90625_-117.40625"
"Spokane","47.90625_-117.28125"
"Spokane","47.90625_-117.28125"
"Kootenai","47.90625_-116.78125"
"Kootenai","47.90625_-116.78125"
"Sanders","47.90625_-115.03125"
"Lake","47.90625_-114.40625"
"Lake","47.90625_-114.34375"
"Lake","47.90625_-114.34375"
"Lake","47.90625_-114.28125"
"Lake","47.90625_-114.28125"
"Lake","47.90625_-114.21875"
"Lake","47.90625_-114.21875"
"Lake","47.90625_-114.03125"
"Lake","47.90625_-113.84375"
"Okanogan","47.96875_-119.96875"
"Okanogan","47.96875_-119.90625"
"Okanogan","47.96875_-119.90625"
"Douglas","47.96875_-119.84375"
"Douglas","47.96875_-119.78125"
"Douglas","47.96875_-119.78125"
"Douglas","47.96875_-119.71875"
"Douglas","47.96875_-119.71875"
"Douglas","47.96875_-119.65625"
"Douglas","47.96875_-119.65625"
"Douglas","47.96875_-119.65625"
"Douglas","47.96875_-119.65625"
"Douglas","47.96875_-119.65625"
"Douglas","47.96875_-119.59375"
"Douglas","47.96875_-119.59375"
"Douglas","47.96875_-119.59375"
"Douglas","47.96875_-119.53125"
"Douglas","47.96875_-119.53125"
"Douglas","47.96875_-119.46875"
"Douglas","47.96875_-119.46875"
"Douglas","47.96875_-119.40625"
"Douglas","47.96875_-119.40625"
"Douglas","47.96875_-119.40625"
"Douglas","47.96875_-119.34375"
"Douglas","47.96875_-119.34375"
"Douglas","47.96875_-119.28125"
"Douglas","47.96875_-119.28125"
"Douglas","47.96875_-119.21875"
"Douglas","47.96875_-119.21875"
"Douglas","47.96875_-119.21875"
"Douglas","47.96875_-119.15625"
"Douglas","47.96875_-119.15625"
"Douglas","47.96875_-119.09375"
"Douglas","47.96875_-119.03125"
"Ferry","47.96875_-118.65625"
"Ferry","47.96875_-118.65625"
"Ferry","47.96875_-118.59375"
"Stevens","47.96875_-118.28125"
"Stevens","47.96875_-118.28125"
"Stevens","47.96875_-118.21875"
"Stevens","47.96875_-117.78125"
"Stevens","47.96875_-117.78125"
"Stevens","47.96875_-117.71875"
"Stevens","47.96875_-117.71875"
"Stevens","47.96875_-117.65625"
"Stevens","47.96875_-117.59375"
"Stevens","47.96875_-117.59375"
"Stevens","47.96875_-117.59375"
"Stevens","47.96875_-117.59375"
"Stevens","47.96875_-117.59375"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.53125"
"Spokane","47.96875_-117.46875"
"Spokane","47.96875_-117.46875"
"Spokane","47.96875_-117.46875"
"Spokane","47.96875_-117.46875"
"Spokane","47.96875_-117.46875"
"Spokane","47.96875_-117.46875"
"Spokane","47.96875_-117.46875"
"Spokane","47.96875_-117.40625"
"Spokane","47.96875_-117.40625"
"Spokane","47.96875_-117.40625"
"Spokane","47.96875_-117.40625"
"Spokane","47.96875_-117.34375"
"Lincoln","47.96875_-115.21875"
"Flathead","47.96875_-114.96875"
"Okanogan","48.03125_-119.96875"
"Okanogan","48.03125_-119.96875"
"Okanogan","48.03125_-119.90625"
"Okanogan","48.03125_-119.90625"
"Douglas","48.03125_-119.84375"
"Douglas","48.03125_-119.84375"
"Douglas","48.03125_-119.84375"
"Douglas","48.03125_-119.78125"
"Douglas","48.03125_-119.78125"
"Douglas","48.03125_-119.78125"
"Douglas","48.03125_-119.78125"
"Douglas","48.03125_-119.71875"
"Douglas","48.03125_-119.71875"
