ARRAYID,Location
2682,data_47.34375_-118.21875
2683,data_47.34375_-118.15625
2684,data_47.34375_-118.09375
2685,data_47.34375_-118.03125
2686,data_47.34375_-117.96875
2687,data_47.34375_-117.90625
2688,data_47.34375_-117.84375
2689,data_47.34375_-117.78125
2690,data_47.34375_-117.71875
2691,data_47.34375_-117.65625
2692,data_47.34375_-117.59375
2693,data_47.34375_-117.53125
2694,data_47.34375_-117.46875
2695,data_47.34375_-117.40625
2696,data_47.34375_-117.34375
2697,data_47.34375_-117.28125
2698,data_47.34375_-117.21875
2699,data_47.34375_-117.15625
2700,data_47.34375_-117.09375
2701,data_47.40625_-124.34375
2702,data_47.40625_-124.28125
2703,data_47.40625_-124.21875
2704,data_47.40625_-124.15625
2705,data_47.40625_-124.09375
2706,data_47.40625_-124.03125
2707,data_47.40625_-123.96875
2708,data_47.40625_-123.90625
2709,data_47.40625_-123.84375
2710,data_47.40625_-123.78125
2711,data_47.40625_-123.71875
2712,data_47.40625_-123.65625
2713,data_47.40625_-123.59375
2714,data_47.40625_-123.53125
2715,data_47.40625_-123.46875
2716,data_47.40625_-123.40625
2717,data_47.40625_-123.34375
2718,data_47.40625_-123.28125
2719,data_47.40625_-123.21875
2720,data_47.40625_-123.15625
2721,data_47.40625_-123.09375
2722,data_47.40625_-123.03125
2723,data_47.40625_-122.96875
2724,data_47.40625_-122.90625
2725,data_47.40625_-122.84375
2726,data_47.40625_-122.78125
2727,data_47.40625_-122.71875
2728,data_47.40625_-122.65625
2729,data_47.40625_-122.59375
2730,data_47.40625_-122.53125
2731,data_47.40625_-122.46875
2732,data_47.40625_-122.40625
2733,data_47.40625_-122.34375
2734,data_47.40625_-122.28125
2735,data_47.40625_-122.21875
2736,data_47.40625_-122.15625
2737,data_47.40625_-122.09375
2738,data_47.40625_-122.03125
2739,data_47.40625_-121.96875
2740,data_47.40625_-121.90625
2741,data_47.40625_-121.84375
2742,data_47.40625_-121.78125
2743,data_47.40625_-121.71875
2744,data_47.40625_-121.65625
2745,data_47.40625_-121.59375
2746,data_47.40625_-121.53125
2747,data_47.40625_-121.46875
2748,data_47.40625_-121.40625
2749,data_47.40625_-121.34375
2750,data_47.40625_-121.28125
2751,data_47.40625_-121.21875
2752,data_47.40625_-121.15625
2753,data_47.40625_-121.09375
2754,data_47.40625_-121.03125
2755,data_47.40625_-120.96875
2756,data_47.40625_-120.90625
2757,data_47.40625_-120.84375
2758,data_47.40625_-120.78125
2759,data_47.40625_-120.71875
2760,data_47.40625_-120.65625
2761,data_47.40625_-120.59375
2762,data_47.40625_-120.53125
2763,data_47.40625_-120.46875
2764,data_47.40625_-120.40625
2765,data_47.40625_-120.34375
2766,data_47.40625_-120.28125
2767,data_47.40625_-120.21875
2768,data_47.40625_-120.15625
2769,data_47.40625_-120.09375
2770,data_47.40625_-120.03125
2771,data_47.40625_-119.96875
2772,data_47.40625_-119.90625
2773,data_47.40625_-119.84375
2774,data_47.40625_-119.78125
2775,data_47.40625_-119.71875
2776,data_47.40625_-119.65625
2777,data_47.40625_-119.59375
2778,data_47.40625_-119.53125
2779,data_47.40625_-119.46875
2780,data_47.40625_-119.40625
2781,data_47.40625_-119.34375
2782,data_47.40625_-119.28125
2783,data_47.40625_-119.21875
2784,data_47.40625_-119.15625
2785,data_47.40625_-119.09375
2786,data_47.40625_-119.03125
2787,data_47.40625_-118.96875
2788,data_47.40625_-118.90625
2789,data_47.40625_-118.84375
2790,data_47.40625_-118.78125
2791,data_47.40625_-118.71875
2792,data_47.40625_-118.65625
2793,data_47.40625_-118.59375
2794,data_47.40625_-118.53125
2795,data_47.40625_-118.46875
2796,data_47.40625_-118.40625
2797,data_47.40625_-118.34375
2798,data_47.40625_-118.28125
2799,data_47.40625_-118.21875
2800,data_47.40625_-118.15625
2801,data_47.40625_-118.09375
2802,data_47.40625_-118.03125
2803,data_47.40625_-117.96875
2804,data_47.40625_-117.90625
2805,data_47.40625_-117.84375
2806,data_47.40625_-117.78125
2807,data_47.40625_-117.71875
2808,data_47.40625_-117.65625
2809,data_47.40625_-117.59375
2810,data_47.40625_-117.53125
2811,data_47.40625_-117.46875
2812,data_47.40625_-117.40625
2813,data_47.40625_-117.34375
2814,data_47.40625_-117.28125
2815,data_47.40625_-117.21875
2816,data_47.40625_-117.15625
2817,data_47.40625_-117.09375
2818,data_47.46875_-124.34375
2819,data_47.46875_-124.28125
2820,data_47.46875_-124.21875
2821,data_47.46875_-124.15625
2822,data_47.46875_-124.09375
2823,data_47.46875_-124.03125
2824,data_47.46875_-123.96875
2825,data_47.46875_-123.90625
2826,data_47.46875_-123.84375
2827,data_47.46875_-123.78125
2828,data_47.46875_-123.71875
2829,data_47.46875_-123.65625
2830,data_47.46875_-123.59375
2831,data_47.46875_-123.53125
2832,data_47.46875_-123.46875
2833,data_47.46875_-123.40625
2834,data_47.46875_-123.34375
2835,data_47.46875_-123.28125
2836,data_47.46875_-123.21875
2837,data_47.46875_-123.15625
2838,data_47.46875_-123.09375
2839,data_47.46875_-123.03125
2840,data_47.46875_-122.96875
2841,data_47.46875_-122.90625
2842,data_47.46875_-122.84375
2843,data_47.46875_-122.78125
2844,data_47.46875_-122.71875
2845,data_47.46875_-122.65625
2846,data_47.46875_-122.59375
2847,data_47.46875_-122.53125
2848,data_47.46875_-122.46875
2849,data_47.46875_-122.40625
2850,data_47.46875_-122.34375
2851,data_47.46875_-122.28125
2852,data_47.46875_-122.21875
2853,data_47.46875_-122.15625
2854,data_47.46875_-122.09375
2855,data_47.46875_-122.03125
2856,data_47.46875_-121.96875
2857,data_47.46875_-121.90625
2858,data_47.46875_-121.84375
2859,data_47.46875_-121.78125
2860,data_47.46875_-121.71875
2861,data_47.46875_-121.65625
2862,data_47.46875_-121.59375
2863,data_47.46875_-121.53125
2864,data_47.46875_-121.46875
2865,data_47.46875_-121.40625
2866,data_47.46875_-121.34375
2867,data_47.46875_-121.28125
2868,data_47.46875_-121.21875
2869,data_47.46875_-121.15625
2870,data_47.46875_-121.09375
2871,data_47.46875_-121.03125
2872,data_47.46875_-120.96875
2873,data_47.46875_-120.90625
2874,data_47.46875_-120.84375
2875,data_47.46875_-120.78125
2876,data_47.46875_-120.71875
2877,data_47.46875_-120.65625
2878,data_47.46875_-120.59375
2879,data_47.46875_-120.53125
2880,data_47.46875_-120.46875
2881,data_47.46875_-120.40625
2882,data_47.46875_-120.34375
2883,data_47.46875_-120.28125
2884,data_47.46875_-120.21875
2885,data_47.46875_-120.15625
2886,data_47.46875_-120.09375
2887,data_47.46875_-120.03125
2888,data_47.46875_-119.96875
2889,data_47.46875_-119.90625
2890,data_47.46875_-119.84375
2891,data_47.46875_-119.78125
2892,data_47.46875_-119.71875
2893,data_47.46875_-119.65625
2894,data_47.46875_-119.59375
2895,data_47.46875_-119.53125
2896,data_47.46875_-119.46875
2897,data_47.46875_-119.40625
2898,data_47.46875_-119.34375
2899,data_47.46875_-119.28125
2900,data_47.46875_-119.21875
2901,data_47.46875_-119.15625
2902,data_47.46875_-119.09375
2903,data_47.46875_-119.03125
2904,data_47.46875_-118.96875
2905,data_47.46875_-118.90625
2906,data_47.46875_-118.84375
2907,data_47.46875_-118.78125
2908,data_47.46875_-118.71875
2909,data_47.46875_-118.65625
2910,data_47.46875_-118.59375
2911,data_47.46875_-118.53125
2912,data_47.46875_-118.46875
2913,data_47.46875_-118.40625
2914,data_47.46875_-118.34375
2915,data_47.46875_-118.28125
2916,data_47.46875_-118.21875
2917,data_47.46875_-118.15625
2918,data_47.46875_-118.09375
2919,data_47.46875_-118.03125
2920,data_47.46875_-117.96875
2921,data_47.46875_-117.90625
2922,data_47.46875_-117.84375
2923,data_47.46875_-117.78125
2924,data_47.46875_-117.71875
2925,data_47.46875_-117.65625
2926,data_47.46875_-117.59375
2927,data_47.46875_-117.53125
2928,data_47.46875_-117.46875
2929,data_47.46875_-117.40625
2930,data_47.46875_-117.34375
2931,data_47.46875_-117.28125
2932,data_47.46875_-117.21875
2933,data_47.46875_-117.15625
2934,data_47.46875_-117.09375
2935,data_47.53125_-124.34375
2936,data_47.53125_-124.28125
2937,data_47.53125_-124.21875
2938,data_47.53125_-124.15625
2939,data_47.53125_-124.09375
2940,data_47.53125_-124.03125
2941,data_47.53125_-123.96875
2942,data_47.53125_-123.90625
2943,data_47.53125_-123.84375
2944,data_47.53125_-123.78125
2945,data_47.53125_-123.71875
2946,data_47.53125_-123.65625
2947,data_47.53125_-123.59375
2948,data_47.53125_-123.53125
2949,data_47.53125_-123.46875
2950,data_47.53125_-123.40625
2951,data_47.53125_-123.34375
2952,data_47.53125_-123.28125
2953,data_47.53125_-123.21875
2954,data_47.53125_-123.15625
2955,data_47.53125_-123.09375
2956,data_47.53125_-123.03125
2957,data_47.53125_-122.96875
2958,data_47.53125_-122.90625
2959,data_47.53125_-122.84375
2960,data_47.53125_-122.78125
2961,data_47.53125_-122.71875
2962,data_47.53125_-122.65625
2963,data_47.53125_-122.59375
2964,data_47.53125_-122.53125
2965,data_47.53125_-122.46875
2966,data_47.53125_-122.40625
2967,data_47.53125_-122.34375
2968,data_47.53125_-122.28125
2969,data_47.53125_-122.21875
2970,data_47.53125_-122.15625
2971,data_47.53125_-122.09375
2972,data_47.53125_-122.03125
2973,data_47.53125_-121.96875
2974,data_47.53125_-121.90625
2975,data_47.53125_-121.84375
2976,data_47.53125_-121.78125
2977,data_47.53125_-121.71875
2978,data_47.53125_-121.65625
2979,data_47.53125_-121.59375
2980,data_47.53125_-121.53125
2981,data_47.53125_-121.46875
2982,data_47.53125_-121.40625
2983,data_47.53125_-121.34375
2984,data_47.53125_-121.28125
2985,data_47.53125_-121.21875
2986,data_47.53125_-121.15625
2987,data_47.53125_-121.09375
2988,data_47.53125_-121.03125
2989,data_47.53125_-120.96875
2990,data_47.53125_-120.90625
2991,data_47.53125_-120.84375
2992,data_47.53125_-120.78125
2993,data_47.53125_-120.71875
2994,data_47.53125_-120.65625
2995,data_47.53125_-120.59375
2996,data_47.53125_-120.53125
2997,data_47.53125_-120.46875
2998,data_47.53125_-120.40625
2999,data_47.53125_-120.34375
3000,data_47.53125_-120.28125
3001,data_47.53125_-120.21875
3002,data_47.53125_-120.15625
3003,data_47.53125_-120.09375
3004,data_47.53125_-120.03125
3005,data_47.53125_-119.96875
3006,data_47.53125_-119.90625
3007,data_47.53125_-119.84375
3008,data_47.53125_-119.78125
3009,data_47.53125_-119.71875
3010,data_47.53125_-119.65625
3011,data_47.53125_-119.59375
3012,data_47.53125_-119.53125
3013,data_47.53125_-119.46875
3014,data_47.53125_-119.40625
3015,data_47.53125_-119.34375
3016,data_47.53125_-119.28125
3017,data_47.53125_-119.21875
3018,data_47.53125_-119.15625
3019,data_47.53125_-119.09375
3020,data_47.53125_-119.03125
3021,data_47.53125_-118.96875
3022,data_47.53125_-118.90625
3023,data_47.53125_-118.84375
3024,data_47.53125_-118.78125
3025,data_47.53125_-118.71875
3026,data_47.53125_-118.65625
3027,data_47.53125_-118.59375
3028,data_47.53125_-118.53125
3029,data_47.53125_-118.46875
3030,data_47.53125_-118.40625
3031,data_47.53125_-118.34375
3032,data_47.53125_-118.28125
3033,data_47.53125_-118.21875
3034,data_47.53125_-118.15625
3035,data_47.53125_-118.09375
3036,data_47.53125_-118.03125
3037,data_47.53125_-117.96875
3038,data_47.53125_-117.90625
3039,data_47.53125_-117.84375
3040,data_47.53125_-117.78125
3041,data_47.53125_-117.71875
3042,data_47.53125_-117.65625
3043,data_47.53125_-117.59375
3044,data_47.53125_-117.53125
3045,data_47.53125_-117.46875
3046,data_47.53125_-117.40625
3047,data_47.53125_-117.34375
3048,data_47.53125_-117.28125
3049,data_47.53125_-117.21875
3050,data_47.53125_-117.15625
3051,data_47.53125_-117.09375
3052,data_47.59375_-124.40625
3053,data_47.59375_-124.34375
3054,data_47.59375_-124.28125
3055,data_47.59375_-124.21875
3056,data_47.59375_-124.15625
3057,data_47.59375_-124.09375
3058,data_47.59375_-124.03125
3059,data_47.59375_-123.96875
3060,data_47.59375_-123.90625
3061,data_47.59375_-123.84375
3062,data_47.59375_-123.78125
3063,data_47.59375_-123.71875
3064,data_47.59375_-123.65625
3065,data_47.59375_-123.59375
3066,data_47.59375_-123.53125
3067,data_47.59375_-123.46875
3068,data_47.59375_-123.40625
3069,data_47.59375_-123.34375
3070,data_47.59375_-123.28125
3071,data_47.59375_-123.21875
3072,data_47.59375_-123.15625
3073,data_47.59375_-123.09375
3074,data_47.59375_-123.03125
3075,data_47.59375_-122.96875
3076,data_47.59375_-122.90625
3077,data_47.59375_-122.84375
3078,data_47.59375_-122.78125
3079,data_47.59375_-122.71875
3080,data_47.59375_-122.65625
3081,data_47.59375_-122.59375
3082,data_47.59375_-122.53125
3083,data_47.59375_-122.46875
3084,data_47.59375_-122.40625
3085,data_47.59375_-122.34375
3086,data_47.59375_-122.28125
3087,data_47.59375_-122.21875
3088,data_47.59375_-122.15625
3089,data_47.59375_-122.09375
3090,data_47.59375_-122.03125
3091,data_47.59375_-121.96875
3092,data_47.59375_-121.90625
3093,data_47.59375_-121.84375
3094,data_47.59375_-121.78125
3095,data_47.59375_-121.71875
3096,data_47.59375_-121.65625
3097,data_47.59375_-121.59375
3098,data_47.59375_-121.53125
3099,data_47.59375_-121.46875
3100,data_47.59375_-121.40625
3101,data_47.59375_-121.34375
3102,data_47.59375_-121.28125
3103,data_47.59375_-121.21875
3104,data_47.59375_-121.15625
3105,data_47.59375_-121.09375
3106,data_47.59375_-121.03125
3107,data_47.59375_-120.96875
3108,data_47.59375_-120.90625
3109,data_47.59375_-120.84375
3110,data_47.59375_-120.78125
3111,data_47.59375_-120.71875
3112,data_47.59375_-120.65625
3113,data_47.59375_-120.59375
3114,data_47.59375_-120.53125
3115,data_47.59375_-120.46875
3116,data_47.59375_-120.40625
3117,data_47.59375_-120.34375
3118,data_47.59375_-120.28125
3119,data_47.59375_-120.21875
3120,data_47.59375_-120.15625
3121,data_47.59375_-120.09375
3122,data_47.59375_-120.03125
3123,data_47.59375_-119.96875
3124,data_47.59375_-119.90625
3125,data_47.59375_-119.84375
3126,data_47.59375_-119.78125
3127,data_47.59375_-119.71875
3128,data_47.59375_-119.65625
3129,data_47.59375_-119.59375
3130,data_47.59375_-119.53125
3131,data_47.59375_-119.46875
3132,data_47.59375_-119.40625
3133,data_47.59375_-119.34375
3134,data_47.59375_-119.28125
3135,data_47.59375_-119.21875
3136,data_47.59375_-119.15625
3137,data_47.59375_-119.09375
3138,data_47.59375_-119.03125
3139,data_47.59375_-118.96875
3140,data_47.59375_-118.90625
3141,data_47.59375_-118.84375
3142,data_47.59375_-118.78125
3143,data_47.59375_-118.71875
3144,data_47.59375_-118.65625
3145,data_47.59375_-118.59375
3146,data_47.59375_-118.53125
3147,data_47.59375_-118.46875
3148,data_47.59375_-118.40625
3149,data_47.59375_-118.34375
3150,data_47.59375_-118.28125
3151,data_47.59375_-118.21875
3152,data_47.59375_-118.15625
3153,data_47.59375_-118.09375
3154,data_47.59375_-118.03125
3155,data_47.59375_-117.96875
3156,data_47.59375_-117.90625
3157,data_47.59375_-117.84375
3158,data_47.59375_-117.78125
3159,data_47.59375_-117.71875
3160,data_47.59375_-117.65625
3161,data_47.59375_-117.59375
3162,data_47.59375_-117.53125
3163,data_47.59375_-117.46875
3164,data_47.59375_-117.40625
3165,data_47.59375_-117.34375
3166,data_47.59375_-117.28125
3167,data_47.59375_-117.21875
3168,data_47.59375_-117.15625
3169,data_47.59375_-117.09375
3170,data_47.65625_-124.40625
3171,data_47.65625_-124.34375
3172,data_47.65625_-124.28125
3173,data_47.65625_-124.21875
3174,data_47.65625_-124.15625
3175,data_47.65625_-124.09375
3176,data_47.65625_-124.03125
3177,data_47.65625_-123.96875
3178,data_47.65625_-123.90625
3179,data_47.65625_-123.84375
3180,data_47.65625_-123.78125
3181,data_47.65625_-123.71875
3182,data_47.65625_-123.65625
3183,data_47.65625_-123.59375
3184,data_47.65625_-123.53125
3185,data_47.65625_-123.46875
3186,data_47.65625_-123.40625
3187,data_47.65625_-123.34375
3188,data_47.65625_-123.28125
3189,data_47.65625_-123.21875
3190,data_47.65625_-123.15625
3191,data_47.65625_-123.09375
3192,data_47.65625_-123.03125
3193,data_47.65625_-122.96875
3194,data_47.65625_-122.90625
3195,data_47.65625_-122.84375
3196,data_47.65625_-122.78125
3197,data_47.65625_-122.71875
3198,data_47.65625_-122.65625
3199,data_47.65625_-122.59375
3200,data_47.65625_-122.53125
3201,data_47.65625_-122.46875
3202,data_47.65625_-122.40625
3203,data_47.65625_-122.34375
3204,data_47.65625_-122.28125
3205,data_47.65625_-122.21875
3206,data_47.65625_-122.15625
3207,data_47.65625_-122.09375
3208,data_47.65625_-122.03125
3209,data_47.65625_-121.96875
3210,data_47.65625_-121.90625
3211,data_47.65625_-121.84375
3212,data_47.65625_-121.78125
3213,data_47.65625_-121.71875
3214,data_47.65625_-121.65625
3215,data_47.65625_-121.59375
3216,data_47.65625_-121.53125
3217,data_47.65625_-121.46875
3218,data_47.65625_-121.40625
3219,data_47.65625_-121.34375
3220,data_47.65625_-121.28125
3221,data_47.65625_-121.21875
3222,data_47.65625_-121.15625
3223,data_47.65625_-121.09375
3224,data_47.65625_-121.03125
3225,data_47.65625_-120.96875
3226,data_47.65625_-120.90625
3227,data_47.65625_-120.84375
3228,data_47.65625_-120.78125
3229,data_47.65625_-120.71875
3230,data_47.65625_-120.65625
3231,data_47.65625_-120.59375
3232,data_47.65625_-120.53125
3233,data_47.65625_-120.46875
3234,data_47.65625_-120.40625
3235,data_47.65625_-120.34375
3236,data_47.65625_-120.28125
3237,data_47.65625_-120.21875
3238,data_47.65625_-120.15625
3239,data_47.65625_-120.09375
3240,data_47.65625_-120.03125
3241,data_47.65625_-119.96875
3242,data_47.65625_-119.90625
3243,data_47.65625_-119.84375
3244,data_47.65625_-119.78125
3245,data_47.65625_-119.71875
3246,data_47.65625_-119.65625
3247,data_47.65625_-119.59375
3248,data_47.65625_-119.53125
3249,data_47.65625_-119.46875
3250,data_47.65625_-119.40625
3251,data_47.65625_-119.34375
3252,data_47.65625_-119.28125
3253,data_47.65625_-119.21875
3254,data_47.65625_-119.15625
3255,data_47.65625_-119.09375
3256,data_47.65625_-119.03125
3257,data_47.65625_-118.96875
3258,data_47.65625_-118.90625
3259,data_47.65625_-118.84375
3260,data_47.65625_-118.78125
3261,data_47.65625_-118.71875
3262,data_47.65625_-118.65625
3263,data_47.65625_-118.59375
3264,data_47.65625_-118.53125
3265,data_47.65625_-118.46875
3266,data_47.65625_-118.40625
3267,data_47.65625_-118.34375
3268,data_47.65625_-118.28125
3269,data_47.65625_-118.21875
3270,data_47.65625_-118.15625
3271,data_47.65625_-118.09375
3272,data_47.65625_-118.03125
3273,data_47.65625_-117.96875
3274,data_47.65625_-117.90625
3275,data_47.65625_-117.84375
3276,data_47.65625_-117.78125
3277,data_47.65625_-117.71875
3278,data_47.65625_-117.65625
3279,data_47.65625_-117.59375
3280,data_47.65625_-117.53125
3281,data_47.65625_-117.46875
3282,data_47.65625_-117.40625
3283,data_47.65625_-117.34375
3284,data_47.65625_-117.28125
3285,data_47.65625_-117.21875
3286,data_47.65625_-117.15625
3287,data_47.65625_-117.09375
3288,data_47.71875_-124.40625
3289,data_47.71875_-124.34375
3290,data_47.71875_-124.28125
3291,data_47.71875_-124.21875
3292,data_47.71875_-124.15625
3293,data_47.71875_-124.09375
3294,data_47.71875_-124.03125
3295,data_47.71875_-123.96875
3296,data_47.71875_-123.90625
3297,data_47.71875_-123.84375
3298,data_47.71875_-123.78125
3299,data_47.71875_-123.71875
3300,data_47.71875_-123.65625
3301,data_47.71875_-123.59375
3302,data_47.71875_-123.53125
3303,data_47.71875_-123.46875
3304,data_47.71875_-123.40625
3305,data_47.71875_-123.34375
3306,data_47.71875_-123.28125
3307,data_47.71875_-123.21875
3308,data_47.71875_-123.15625
3309,data_47.71875_-123.09375
3310,data_47.71875_-123.03125
3311,data_47.71875_-122.96875
3312,data_47.71875_-122.90625
3313,data_47.71875_-122.84375
3314,data_47.71875_-122.78125
3315,data_47.71875_-122.71875
3316,data_47.71875_-122.65625
3317,data_47.71875_-122.59375
3318,data_47.71875_-122.53125
3319,data_47.71875_-122.46875
3320,data_47.71875_-122.40625
3321,data_47.71875_-122.34375
3322,data_47.71875_-122.28125
3323,data_47.71875_-122.21875
3324,data_47.71875_-122.15625
3325,data_47.71875_-122.09375
3326,data_47.71875_-122.03125
3327,data_47.71875_-121.96875
3328,data_47.71875_-121.90625
3329,data_47.71875_-121.84375
3330,data_47.71875_-121.78125
3331,data_47.71875_-121.71875
3332,data_47.71875_-121.65625
3333,data_47.71875_-121.59375
3334,data_47.71875_-121.53125
3335,data_47.71875_-121.46875
3336,data_47.71875_-121.40625
3337,data_47.71875_-121.34375
3338,data_47.71875_-121.28125
3339,data_47.71875_-121.21875
3340,data_47.71875_-121.15625
3341,data_47.71875_-121.09375
3342,data_47.71875_-121.03125
3343,data_47.71875_-120.96875
3344,data_47.71875_-120.90625
3345,data_47.71875_-120.84375
3346,data_47.71875_-120.78125
3347,data_47.71875_-120.71875
3348,data_47.71875_-120.65625
3349,data_47.71875_-120.59375
3350,data_47.71875_-120.53125
3351,data_47.71875_-120.46875
3352,data_47.71875_-120.40625
3353,data_47.71875_-120.34375
3354,data_47.71875_-120.28125
3355,data_47.71875_-120.21875
3356,data_47.71875_-120.15625
3357,data_47.71875_-120.09375
3358,data_47.71875_-120.03125
3359,data_47.71875_-119.96875
3360,data_47.71875_-119.90625
3361,data_47.71875_-119.84375
3362,data_47.71875_-119.78125
3363,data_47.71875_-119.71875
3364,data_47.71875_-119.65625
3365,data_47.71875_-119.59375
3366,data_47.71875_-119.53125
3367,data_47.71875_-119.46875
3368,data_47.71875_-119.40625
3369,data_47.71875_-119.34375
3370,data_47.71875_-119.28125
3371,data_47.71875_-119.21875
3372,data_47.71875_-119.15625
3373,data_47.71875_-119.09375
3374,data_47.71875_-119.03125
3375,data_47.71875_-118.96875
3376,data_47.71875_-118.90625
3377,data_47.71875_-118.84375
3378,data_47.71875_-118.78125
3379,data_47.71875_-118.71875
3380,data_47.71875_-118.65625
3381,data_47.71875_-118.59375
3382,data_47.71875_-118.53125
3383,data_47.71875_-118.46875
3384,data_47.71875_-118.40625
3385,data_47.71875_-118.34375
3386,data_47.71875_-118.28125
3387,data_47.71875_-118.21875
3388,data_47.71875_-118.15625
3389,data_47.71875_-118.09375
3390,data_47.71875_-118.03125
3391,data_47.71875_-117.96875
3392,data_47.71875_-117.90625
3393,data_47.71875_-117.84375
3394,data_47.71875_-117.78125
3395,data_47.71875_-117.71875
3396,data_47.71875_-117.65625
3397,data_47.71875_-117.59375
3398,data_47.71875_-117.53125
3399,data_47.71875_-117.46875
3400,data_47.71875_-117.40625
3401,data_47.71875_-117.34375
3402,data_47.71875_-117.28125
3403,data_47.71875_-117.21875
3404,data_47.71875_-117.15625
3405,data_47.71875_-117.09375
3406,data_47.78125_-124.46875
3407,data_47.78125_-124.40625
3408,data_47.78125_-124.34375
3409,data_47.78125_-124.28125
3410,data_47.78125_-124.21875
3411,data_47.78125_-124.15625
3412,data_47.78125_-124.09375
3413,data_47.78125_-124.03125
3414,data_47.78125_-123.96875
3415,data_47.78125_-123.90625
3416,data_47.78125_-123.84375
3417,data_47.78125_-123.78125
3418,data_47.78125_-123.71875
3419,data_47.78125_-123.65625
3420,data_47.78125_-123.59375
3421,data_47.78125_-123.53125
3422,data_47.78125_-123.46875
3423,data_47.78125_-123.40625
3424,data_47.78125_-123.34375
3425,data_47.78125_-123.28125
3426,data_47.78125_-123.21875
3427,data_47.78125_-123.15625
3428,data_47.78125_-123.09375
3429,data_47.78125_-123.03125
3430,data_47.78125_-122.96875
3431,data_47.78125_-122.90625
3432,data_47.78125_-122.84375
3433,data_47.78125_-122.78125
3434,data_47.78125_-122.71875
3435,data_47.78125_-122.65625
3436,data_47.78125_-122.59375
3437,data_47.78125_-122.53125
3438,data_47.78125_-122.46875
3439,data_47.78125_-122.40625
3440,data_47.78125_-122.34375
3441,data_47.78125_-122.28125
3442,data_47.78125_-122.21875
3443,data_47.78125_-122.15625
3444,data_47.78125_-122.09375
3445,data_47.78125_-122.03125
3446,data_47.78125_-121.96875
3447,data_47.78125_-121.90625
3448,data_47.78125_-121.84375
3449,data_47.78125_-121.78125
3450,data_47.78125_-121.71875
3451,data_47.78125_-121.65625
3452,data_47.78125_-121.59375
3453,data_47.78125_-121.53125
3454,data_47.78125_-121.46875
3455,data_47.78125_-121.40625
3456,data_47.78125_-121.34375
3457,data_47.78125_-121.28125
3458,data_47.78125_-121.21875
3459,data_47.78125_-121.15625
3460,data_47.78125_-121.09375
3461,data_47.78125_-121.03125
3462,data_47.78125_-120.96875
3463,data_47.78125_-120.90625
3464,data_47.78125_-120.84375
3465,data_47.78125_-120.78125
3466,data_47.78125_-120.71875
3467,data_47.78125_-120.65625
3468,data_47.78125_-120.59375
3469,data_47.78125_-120.53125
3470,data_47.78125_-120.46875
3471,data_47.78125_-120.40625
3472,data_47.78125_-120.34375
3473,data_47.78125_-120.28125
3474,data_47.78125_-120.21875
3475,data_47.78125_-120.15625
3476,data_47.78125_-120.09375
3477,data_47.78125_-120.03125
3478,data_47.78125_-119.96875
3479,data_47.78125_-119.90625
3480,data_47.78125_-119.84375
3481,data_47.78125_-119.78125
3482,data_47.78125_-119.71875
3483,data_47.78125_-119.65625
3484,data_47.78125_-119.59375
3485,data_47.78125_-119.53125
3486,data_47.78125_-119.46875
3487,data_47.78125_-119.40625
3488,data_47.78125_-119.34375
3489,data_47.78125_-119.28125
3490,data_47.78125_-119.21875
3491,data_47.78125_-119.15625
3492,data_47.78125_-119.09375
3493,data_47.78125_-119.03125
3494,data_47.78125_-118.96875
3495,data_47.78125_-118.90625
3496,data_47.78125_-118.84375
3497,data_47.78125_-118.78125
3498,data_47.78125_-118.71875
3499,data_47.78125_-118.65625
3500,data_47.78125_-118.59375
3501,data_47.78125_-118.53125
3502,data_47.78125_-118.46875
3503,data_47.78125_-118.40625
3504,data_47.78125_-118.34375
3505,data_47.78125_-118.28125
3506,data_47.78125_-118.21875
3507,data_47.78125_-118.15625
3508,data_47.78125_-118.09375
3509,data_47.78125_-118.03125
3510,data_47.78125_-117.96875
3511,data_47.78125_-117.90625
3512,data_47.78125_-117.84375
3513,data_47.78125_-117.78125
3514,data_47.78125_-117.71875
3515,data_47.78125_-117.65625
3516,data_47.78125_-117.59375
3517,data_47.78125_-117.53125
3518,data_47.78125_-117.46875
3519,data_47.78125_-117.40625
3520,data_47.78125_-117.34375
3521,data_47.78125_-117.28125
3522,data_47.78125_-117.21875
3523,data_47.78125_-117.15625
3524,data_47.78125_-117.09375
3525,data_47.84375_-124.59375
3526,data_47.84375_-124.53125
3527,data_47.84375_-124.46875
3528,data_47.84375_-124.40625
3529,data_47.84375_-124.34375
3530,data_47.84375_-124.28125
3531,data_47.84375_-124.21875
3532,data_47.84375_-124.15625
3533,data_47.84375_-124.09375
3534,data_47.84375_-124.03125
3535,data_47.84375_-123.96875
3536,data_47.84375_-123.90625
3537,data_47.84375_-123.84375
3538,data_47.84375_-123.78125
3539,data_47.84375_-123.71875
3540,data_47.84375_-123.65625
3541,data_47.84375_-123.59375
3542,data_47.84375_-123.53125
3543,data_47.84375_-123.46875
3544,data_47.84375_-123.40625
3545,data_47.84375_-123.34375
3546,data_47.84375_-123.28125
3547,data_47.84375_-123.21875
3548,data_47.84375_-123.15625
3549,data_47.84375_-123.09375
3550,data_47.84375_-123.03125
3551,data_47.84375_-122.96875
3552,data_47.84375_-122.90625
3553,data_47.84375_-122.84375
3554,data_47.84375_-122.78125
3555,data_47.84375_-122.71875
